TSB Ergonomic Report
  Job Title: angkat beras
  Job Number: 01
  Location: kediri
  Analyst: sudiarta
  Date: 2/20/2021
  Comments: beras 50KG x10
  



Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
20.067, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,155.858,174.142,11.858,15.987,9.284,-53.678,78.857,-35.918,91.524,1.524,1.724,176.720,170.289,128.592,156.810,70.084,76.961,0.021,0.021,0.022,-0.082,-0.001,0.008,-0.951,0.357,-2.120,-3.106,-0.914,-0.444,-0.175,-0.030,-0.102,1.513,-0.023,6.733,5.847,6.606,59.345,-0.261,-12.642,7.595,8.166,8.463,11.000,11.421,14.340,69.749,31.060,78.370,86.350,109.996,99.157,21.207,28.592,224.502,142.182,83.850,218.087,222.555,168.693,142.916,168.608,158.278,2.430,2.613,2.708,3.520,4.111,4.876,17.139,6.251,19.286,21.250,30.011,27.053,4.803,6.476,70.735,31.986,22.432,59.507,60.727,59.038,50.016,55.757,52.341,99.908,99.908,99.908,99.903,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.924,100.000,100.000,100.000,100.000,99.697,95.264,99.873,99.730,
20.100, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,157.504,172.496,11.530,14.607,-1.872,-49.321,-90.104,-40.327,91.249,1.249,1.574,177.338,173.477,121.740,159.621,65.277,76.374,0.021,0.020,0.013,-0.071,-0.000,0.007,-0.799,0.230,-1.973,-2.831,-0.784,-0.404,-0.162,-0.041,-0.430,1.358,-0.019,3.093,1.598,6.661,36.718,-0.294,-38.542,7.595,8.166,8.463,11.000,11.421,14.340,69.428,31.363,96.460,86.662,109.536,99.591,52.174,30.241,223.164,143.400,84.025,217.593,220.494,170.162,138.320,175.829,159.159,2.430,2.613,2.708,3.520,4.111,4.876,17.060,6.312,23.738,21.326,29.885,27.172,11.817,6.849,70.313,32.260,22.479,59.373,60.164,59.552,48.408,58.145,52.633,99.908,99.908,99.909,99.904,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.923,100.000,100.000,100.000,100.000,99.697,98.208,99.873,98.903,
20.133, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,159.150,170.850,11.650,13.026,-13.195,-42.661,-78.889,-46.999,90.975,0.975,1.423,171.444,177.325,117.509,163.847,65.000,76.548,0.015,0.020,-0.004,-0.059,0.001,0.006,-0.643,0.076,-1.949,-2.509,-0.654,-0.358,-0.149,-0.053,-0.848,1.204,-0.015,-0.667,-2.850,6.530,10.165,-0.309,-64.301,7.595,8.166,10.230,11.000,13.580,14.340,69.056,31.683,95.512,87.212,108.958,100.196,47.614,32.750,223.191,144.620,84.202,195.794,196.043,170.295,130.631,176.244,158.898,2.430,2.613,3.274,3.520,4.617,4.876,16.968,6.377,23.504,21.462,29.728,27.337,10.784,7.417,70.322,32.535,22.526,78.605,78.705,59.598,45.717,58.282,52.546,99.909,99.908,99.910,99.906,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.921,100.000,100.000,99.347,99.294,99.699,99.579,99.873,96.410,
20.167, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,160.796,169.204,12.142,11.492,-23.131,-32.970,-69.045,-56.673,90.701,0.701,1.273,166.063,179.256,116.341,167.462,65.000,77.355,0.016,0.019,-0.017,-0.048,0.002,0.005,-0.491,-0.084,-2.044,-2.203,-0.541,-0.319,-0.135,-0.065,-1.353,1.041,-0.013,-4.282,-7.209,6.155,-14.023,-0.342,-88.707,7.595,8.166,10.230,11.000,13.580,14.340,68.638,62.006,94.678,88.052,108.375,100.956,43.612,36.393,219.010,145.840,84.382,195.840,196.193,170.234,138.524,176.244,157.685,2.430,2.613,3.274,3.520,4.617,4.876,16.866,15.236,23.299,21.669,29.568,27.544,9.878,8.243,69.005,32.809,22.574,78.624,78.766,59.577,40.795,58.282,52.145,99.909,99.908,99.909,99.907,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.919,100.000,100.000,99.257,99.178,99.705,99.886,99.872,90.708,
20.200, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,162.442,167.558,12.839,10.318,-31.085,-19.754,-61.153,-69.851,90.426,0.426,1.122,161.651,177.594,118.256,167.784,65.000,77.851,0.016,0.019,-0.029,-0.037,0.003,0.004,-0.345,-0.251,-2.216,-1.966,-0.452,-0.293,-0.122,-0.077,-1.943,0.862,-0.012,-7.483,-11.190,5.524,-28.224,-0.390,-111.437,7.595,8.166,10.230,11.000,13.580,14.340,68.193,62.496,94.032,89.208,107.858,101.830,40.406,41.359,222.608,147.060,84.564,196.072,196.062,170.312,138.817,176.244,156.941,2.430,2.613,3.274,3.520,4.617,4.876,16.756,15.357,23.140,21.953,29.427,27.783,9.152,9.367,70.138,33.084,22.623,78.717,78.713,59.604,40.881,58.282,51.899,99.909,99.908,99.908,99.908,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.917,100.000,100.000,99.170,99.057,99.714,99.658,99.872,80.975,
20.233, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,164.088,165.912,13.654,9.789,-37.376,-3.898,-54.901,-85.658,90.152,0.159,0.972,158.557,177.389,122.963,165.328,65.000,78.017,0.016,0.019,-0.042,-0.026,0.004,0.003,-0.207,-0.420,-2.430,-1.862,-0.382,-0.294,-0.109,-0.090,-2.576,0.754,-0.015,-10.079,-14.571,4.654,-33.855,-0.443,-132.582,7.595,8.166,10.230,11.000,13.580,14.340,67.727,62.921,93.550,90.572,107.412,102.705,37.869,47.316,223.052,148.300,84.750,196.341,196.048,170.017,136.588,176.244,156.691,2.430,2.613,3.274,3.520,4.617,4.876,16.642,15.461,23.022,22.289,29.306,28.021,8.577,10.717,70.278,33.363,22.673,78.825,78.707,59.501,40.225,58.282,51.817,99.909,99.909,99.907,99.908,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.914,100.000,100.000,99.093,98.943,99.727,99.467,99.872,67.921,
20.267, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,165.734,164.266,14.495,10.071,-42.493,11.936,-49.803,78.549,89.823,-0.122,0.822,156.577,178.661,129.269,159.930,65.000,77.457,0.017,0.019,-0.055,-0.016,0.006,0.002,-0.073,-0.582,-2.671,-1.908,-0.336,-0.315,-0.096,-0.102,-3.267,0.542,-0.017,-12.120,-17.405,3.641,-30.990,-0.491,-152.724,7.595,8.166,10.230,11.000,13.580,14.340,67.250,63.266,93.187,74.218,107.029,103.400,35.802,20.291,220.298,149.895,84.958,196.558,196.143,168.458,131.689,176.244,157.532,2.430,2.613,3.274,3.520,4.617,4.876,16.525,15.546,22.932,18.264,29.201,28.211,8.109,4.596,69.411,33.721,22.728,78.912,78.746,58.955,38.782,58.282,52.094,99.909,99.909,99.906,99.909,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.911,100.000,100.000,99.028,98.838,99.740,99.528,99.871,53.689,
20.300, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,167.380,162.620,15.398,10.946,-46.790,24.823,-45.514,65.701,89.603,-0.397,0.671,155.521,179.652,136.198,153.481,65.000,76.857,0.017,0.024,-0.066,0.002,0.007,0.000,0.065,-0.735,-2.931,-2.078,-0.309,-0.365,-0.083,-0.114,-3.779,0.378,-0.021,-13.691,-19.546,2.590,-24.794,-0.528,-171.693,7.595,8.166,10.230,9.100,13.580,14.340,34.277,63.549,92.904,75.182,106.680,103.802,34.065,25.133,218.152,150.718,85.123,196.688,196.228,165.067,125.836,176.244,158.434,2.430,2.613,3.274,2.912,4.617,4.876,6.899,15.615,22.863,18.501,29.106,28.321,7.715,5.692,68.734,33.907,22.773,78.964,78.780,57.769,37.058,58.282,52.393,99.909,99.908,99.904,99.910,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.909,100.000,100.000,98.975,98.754,99.754,99.679,99.871,40.000,
20.333, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,169.026,160.974,16.320,12.114,-50.401,34.174,-41.904,56.354,89.329,-0.671,0.521,155.506,178.559,144.010,148.347,65.000,77.213,0.018,0.024,-0.076,0.011,0.007,-0.000,0.191,-0.871,-3.196,-2.302,-0.288,-0.411,-0.070,-0.127,-4.379,0.211,-0.026,-4.672,-1.861,21.580,-0.308,-14.128,-5.702,7.595,8.166,10.230,9.100,13.580,12.060,33.993,63.799,92.691,75.780,106.366,103.946,32.604,28.651,220.518,151.938,85.314,196.690,196.135,158.925,121.176,176.244,157.899,2.430,2.613,3.274,2.912,4.617,4.342,6.842,15.677,22.810,18.648,29.020,28.360,7.385,6.489,69.480,34.181,22.824,78.965,78.742,55.619,35.686,58.282,52.216,99.909,99.908,99.903,99.910,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.906,100.000,100.000,99.248,99.318,99.322,99.964,99.729,99.821,
20.367, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,170.672,159.328,17.313,13.246,-53.635,40.184,-38.667,50.320,89.055,-0.945,0.370,156.498,178.083,152.211,144.303,65.000,78.150,0.018,0.024,-0.085,0.019,0.008,-0.000,0.316,-0.988,-3.468,-2.523,-0.285,-0.464,-0.058,-0.139,-4.812,0.044,-0.031,-4.505,2.576,111.706,4.621,80.440,-0.357,7.595,8.166,10.230,9.100,13.580,12.060,33.702,64.043,92.511,76.055,106.057,103.914,31.295,30.917,221.551,153.158,85.508,196.567,216.982,149.571,158.644,176.244,156.492,2.430,2.613,3.274,2.912,4.617,4.342,6.783,15.737,22.766,18.716,28.936,28.351,7.088,7.002,69.805,34.455,22.875,78.916,59.206,52.345,55.521,58.282,51.750,99.908,99.908,99.903,99.909,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.904,100.000,100.000,99.252,100.000,76.532,99.723,94.990,99.872,
20.400, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,172.318,157.682,18.359,14.148,-56.523,43.697,-35.791,46.739,88.780,-1.220,0.227,158.205,178.136,160.161,141.309,65.000,79.401,0.019,0.024,-0.092,0.027,0.009,-0.001,0.442,-1.083,-3.758,-2.694,-0.288,-0.504,-0.045,-0.151,-5.219,-0.123,-0.038,-4.071,3.156,102.288,5.026,104.509,-0.320,7.595,8.166,10.230,9.100,13.580,12.060,33.407,64.300,92.366,76.108,105.757,103.797,30.129,32.251,221.436,162.386,85.698,196.377,216.938,137.391,161.341,176.244,154.613,2.430,2.613,3.274,2.912,4.617,4.342,6.724,15.800,22.730,18.729,28.854,28.319,6.824,7.305,69.769,35.116,22.926,78.839,59.194,48.083,56.465,58.282,51.129,99.908,99.908,99.902,99.908,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.903,100.000,100.000,99.263,100.000,76.737,99.718,89.084,99.872,
20.433, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,173.965,156.036,19.487,14.642,-59.153,45.015,-33.159,45.284,88.506,-1.494,0.072,159.995,178.786,166.235,139.405,65.000,80.745,0.019,0.023,-0.097,0.036,0.009,-0.001,0.568,-1.153,-4.060,-2.786,-0.300,-0.535,-0.033,-0.163,-5.502,-0.299,-0.045,-3.201,4.049,92.749,5.360,117.599,-0.285,7.595,8.166,10.230,9.100,13.580,12.060,33.104,64.584,92.238,75.984,105.452,103.650,29.064,32.772,220.028,164.598,85.900,196.205,216.390,125.857,162.857,176.244,152.593,2.430,2.613,3.274,2.912,4.617,4.342,6.663,15.870,22.699,18.699,28.771,28.279,6.583,7.423,69.325,35.595,22.980,78.771,59.044,44.046,56.995,58.282,50.461,99.908,99.908,99.901,99.907,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.901,100.000,100.000,99.285,100.000,77.393,99.713,84.289,99.872,
20.467, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.611,154.389,20.712,14.630,-61.584,44.240,-30.734,45.854,88.232,-1.768,-0.081,160.149,179.921,166.567,138.691,65.000,82.011,0.019,0.023,-0.101,0.044,0.010,-0.001,0.695,-1.197,-4.377,-2.781,-0.323,-0.556,-0.021,-0.174,-5.638,-0.481,-0.053,-1.857,5.281,92.137,5.620,116.841,-0.254,7.595,8.166,10.230,9.100,13.580,12.060,32.792,64.906,92.125,75.701,105.136,103.500,28.082,32.518,217.569,166.809,86.102,196.192,215.404,125.168,163.385,176.244,150.692,2.430,2.613,3.274,2.912,4.617,4.342,6.600,15.949,22.671,18.629,28.685,28.238,6.360,7.365,68.551,36.073,23.034,78.765,58.775,43.805,57.180,58.282,49.832,99.908,99.908,99.901,99.906,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.900,100.000,100.000,99.318,100.000,77.464,99.710,84.600,99.873,
20.500, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,177.257,152.743,22.042,14.069,-63.840,41.043,-28.492,48.777,87.957,-2.043,-0.232,158.673,177.914,160.826,139.350,65.000,83.076,0.020,0.023,-0.102,0.052,0.010,-0.001,0.822,-1.214,-4.707,-2.670,-0.354,-0.567,-0.009,-0.186,-5.613,-0.668,-0.060,0.027,6.892,100.533,5.800,100.426,-0.229,7.595,8.166,10.230,9.100,13.580,12.060,32.471,65.268,92.022,75.231,104.804,103.339,27.172,31.366,221.915,169.021,86.305,227.507,217.122,136.225,162.898,176.244,149.093,2.430,2.613,3.274,2.912,4.617,4.342,6.535,16.038,22.646,18.513,28.594,28.194,6.154,7.104,69.920,36.551,23.089,62.078,59.244,47.675,57.010,58.282,49.304,99.908,99.908,99.901,99.905,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.901,100.000,100.000,100.000,100.000,77.302,99.706,90.338,99.873,
20.533, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,178.903,151.097,23.480,13.363,-65.924,36.574,-26.425,52.940,87.683,-2.317,-0.382,157.926,175.063,155.472,141.700,71.480,83.897,0.020,0.023,-0.102,0.061,0.010,-0.002,0.950,-1.220,-5.050,-2.524,-0.394,-0.576,0.003,-0.197,-5.523,-0.858,-0.067,2.409,8.947,105.624,5.883,78.846,-0.215,7.595,8.166,10.230,9.100,13.580,12.060,32.140,65.635,91.929,74.649,104.458,103.140,3.721,29.740,228.091,171.231,86.510,227.689,219.356,144.960,161.011,166.510,147.859,2.430,2.613,3.274,2.912,4.617,4.342,6.469,16.128,22.623,18.370,28.500,28.140,0.952,6.736,71.866,37.029,23.144,62.127,59.854,50.732,56.349,55.063,48.896,99.908,99.908,99.901,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.902,100.000,100.000,100.000,100.000,78.100,99.704,94.433,99.873,
20.567, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,179.451,150.549,25.120,12.649,-67.864,31.782,-24.604,57.554,87.592,-2.409,-0.432,158.700,170.979,152.858,146.405,81.591,84.759,0.020,0.023,-0.101,0.067,0.010,-0.002,1.035,-1.194,-5.354,-2.377,-0.456,-0.575,0.007,-0.200,-5.082,-0.943,-0.066,5.474,11.587,104.413,5.840,58.739,-0.212,7.595,8.166,10.230,9.100,13.580,12.060,31.925,65.798,91.681,74.177,103.993,102.999,2.461,27.969,236.934,171.968,86.579,227.501,222.135,148.698,156.513,151.323,146.564,2.430,2.613,3.274,2.912,4.617,4.342,6.426,16.168,22.562,18.254,28.373,28.102,0.630,6.335,74.652,37.188,23.162,62.076,60.612,52.040,54.775,50.041,48.467,99.908,99.908,99.901,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.905,100.000,100.000,100.000,100.000,80.266,99.702,96.786,99.873,
20.600, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,177.805,152.195,26.076,11.873,-68.748,26.786,-23.953,62.618,87.866,-2.134,-0.282,161.126,169.898,153.130,146.042,79.652,82.799,0.019,0.023,-0.093,0.065,0.009,-0.002,1.005,-1.099,-5.422,-2.221,-0.506,-0.538,-0.004,-0.188,-4.243,-0.800,-0.051,6.687,12.249,94.090,5.953,37.731,-0.219,7.595,8.166,10.230,9.100,13.580,12.060,32.040,65.566,91.287,73.968,103.595,103.007,25.259,26.077,239.276,169.756,86.373,226.796,222.787,148.324,156.895,154.236,149.508,2.430,2.613,3.274,2.912,4.617,4.342,6.449,16.111,22.465,18.203,28.264,28.104,5.721,5.906,75.390,36.710,23.107,61.884,60.790,51.909,54.909,51.005,49.441,99.908,99.908,99.902,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.908,100.000,100.000,100.000,100.000,85.199,99.700,98.881,99.873,
20.633, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,176.159,153.841,25.876,11.221,-68.435,21.363,-24.383,68.111,88.140,-1.860,-0.131,163.842,172.905,154.051,139.179,78.054,77.513,0.018,0.024,-0.086,0.060,0.008,-0.002,0.931,-1.003,-5.300,-2.087,-0.512,-0.498,-0.016,-0.175,-3.663,-0.634,-0.039,5.254,10.525,79.358,6.277,14.232,-0.234,7.595,8.166,10.230,9.100,13.580,12.060,32.259,65.314,91.104,73.709,103.542,102.964,25.408,24.024,232.765,167.547,86.170,225.800,220.887,147.033,163.026,156.636,157.448,2.430,2.613,3.274,2.912,4.617,4.342,6.493,16.049,22.420,18.139,28.250,28.092,5.755,5.441,73.339,36.232,23.052,61.612,60.271,51.457,57.054,51.798,52.067,99.908,99.908,99.902,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.910,100.000,100.000,100.000,100.000,90.581,99.699,99.701,99.873,
20.667, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,174.513,155.487,24.713,10.660,-67.035,14.840,-25.787,74.709,88.415,-1.585,0.020,166.942,177.714,155.690,130.657,76.838,71.503,0.018,0.024,-0.079,0.052,0.008,-0.001,0.815,-0.903,-5.005,-1.972,-0.489,-0.469,-0.029,-0.163,-3.156,-0.449,-0.030,2.501,7.546,61.365,6.550,-10.416,-0.258,7.595,8.166,10.230,9.100,13.580,12.060,32.565,65.046,91.104,73.333,103.783,102.841,25.975,21.555,222.350,165.334,85.968,224.394,217.287,144.633,167.925,158.462,166.476,2.430,2.613,3.274,2.912,4.617,4.342,6.554,15.983,22.420,18.046,28.316,28.059,5.883,4.882,70.057,35.754,22.998,61.228,59.289,50.617,58.769,52.402,55.052,99.908,99.908,99.903,99.905,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.912,100.000,100.000,100.000,100.000,95.004,99.698,99.763,99.873,
20.700, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,172.867,157.133,22.646,10.288,-64.276,8.899,-28.481,80.736,88.689,-1.311,0.176,170.351,176.746,158.197,123.311,76.087,66.368,0.017,0.024,-0.071,0.042,0.007,-0.001,0.661,-0.804,-4.568,-1.895,-0.433,-0.422,-0.041,-0.151,-3.051,-0.249,-0.025,-1.249,3.978,40.044,6.653,-35.851,-0.288,7.595,8.166,10.230,9.100,13.580,12.060,32.953,64.754,91.317,72.999,104.319,102.708,27.079,19.304,224.444,163.123,85.764,195.782,218.066,140.700,169.966,159.590,174.189,2.430,2.613,3.274,2.912,4.617,4.342,6.632,15.911,22.472,17.964,28.462,28.022,6.133,4.372,70.717,35.276,22.944,78.601,59.502,49.241,59.483,52.775,57.603,99.909,99.908,99.904,99.906,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.912,100.000,100.000,99.333,100.000,97.953,99.697,99.047,99.873,
20.733, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,171.221,158.779,19.930,10.036,-59.640,2.360,-32.939,87.354,88.963,-1.037,0.320,174.369,171.205,161.914,118.425,75.984,65.000,0.017,0.024,-0.064,0.029,0.006,-0.001,0.469,-0.705,-3.994,-1.847,-0.361,-0.388,-0.053,-0.138,-3.009,-0.041,-0.021,-5.238,0.218,15.280,6.566,-61.243,-0.308,7.595,8.166,10.230,9.100,13.580,12.060,33.399,64.442,91.770,72.598,105.120,102.516,28.920,16.829,229.592,160.911,85.573,195.879,221.994,134.267,170.314,159.745,176.244,2.430,2.613,3.274,2.912,4.617,4.342,6.722,15.835,22.583,17.865,28.680,27.970,6.550,3.812,72.339,34.797,22.893,78.639,60.573,46.989,59.605,52.826,58.282,99.909,99.908,99.905,99.908,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.913,100.000,100.000,99.232,100.000,99.432,99.699,96.889,99.873,
20.767, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,169.575,160.425,16.834,9.922,-52.080,-4.159,-40.244,-86.021,89.237,-0.763,0.471,178.460,166.136,165.857,116.553,76.620,65.000,0.016,0.024,-0.057,0.014,0.006,-0.000,0.244,-0.608,-3.324,-1.826,-0.291,-0.371,-0.066,-0.126,-3.009,0.169,-0.018,-9.166,-3.452,-9.588,6.247,-85.593,-0.336,7.595,8.166,10.230,9.100,13.580,12.060,33.879,64.110,92.554,89.837,106.184,102.294,31.928,47.333,220.734,152.344,85.379,196.127,195.837,137.068,170.248,158.789,176.244,2.430,2.613,3.274,2.912,4.617,4.342,6.819,15.753,22.777,22.108,28.971,27.909,7.231,10.720,69.548,34.272,22.841,78.739,78.623,40.366,59.582,52.510,58.282,99.909,99.908,99.905,99.909,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.912,100.000,100.000,99.120,99.279,99.920,99.704,91.836,99.872,
20.800, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,167.929,162.071,13.772,9.913,-39.532,-9.745,-52.490,-80.325,89.512,-0.488,0.621,179.087,161.891,166.896,117.800,77.196,65.000,0.016,0.018,-0.049,-0.011,0.005,0.002,-0.014,-0.514,-2.645,-1.833,-0.235,-0.346,-0.079,-0.114,-3.278,0.368,-0.018,-13.007,-6.762,-25.736,5.672,-108.338,-0.381,7.595,8.166,10.230,11.000,13.580,14.340,66.777,63.760,93.858,89.507,107.534,102.100,36.946,45.211,219.376,151.125,85.187,196.179,196.055,138.012,170.304,157.925,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.408,15.667,23.097,22.027,29.339,27.856,8.368,10.240,69.120,33.998,22.789,78.760,78.710,40.644,59.601,52.225,58.282,99.909,99.909,99.906,99.910,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.911,100.000,100.000,98.997,99.190,99.712,99.712,82.886,99.872,
20.833, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,166.283,163.717,11.570,9.969,-19.828,-14.611,-71.855,-75.338,89.786,-0.214,0.772,178.148,158.896,165.080,121.935,77.465,65.000,0.016,0.019,-0.043,-0.031,0.004,0.004,-0.278,-0.424,-2.139,-1.858,-0.244,-0.324,-0.093,-0.102,-3.653,0.561,-0.019,-16.379,-9.499,-33.180,4.851,-129.515,-0.433,7.595,8.166,10.230,11.000,13.580,14.340,67.396,63.396,95.839,89.241,109.100,101.932,44.851,43.357,221.410,149.905,84.997,196.103,196.307,136.363,170.142,157.521,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.561,15.578,23.585,21.961,29.766,27.810,10.158,9.820,69.761,33.724,22.739,78.729,78.811,40.158,59.545,52.091,58.282,99.909,99.909,99.907,99.908,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.910,100.000,100.000,98.877,99.111,99.490,99.724,70.465,99.872,
20.867, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,164.637,165.363,11.163,10.061,4.946,-18.845,83.717,-70.976,90.060,0.063,0.922,178.425,157.186,160.911,128.171,77.394,65.000,0.015,0.019,-0.036,-0.051,0.004,0.005,-0.539,-0.336,-2.025,-1.897,-0.344,-0.302,-0.107,-0.090,-4.086,0.756,-0.021,-19.185,-11.615,-33.509,3.848,-149.379,-0.483,7.595,8.166,10.230,11.000,13.580,14.340,67.834,63.021,79.223,89.034,110.538,101.789,19.349,41.741,220.810,148.695,84.810,196.125,196.487,132.579,168.830,157.628,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.668,15.486,19.496,21.910,30.158,27.772,4.382,9.454,69.572,33.451,22.689,78.738,78.884,39.044,59.086,52.126,58.282,99.909,99.908,99.907,99.906,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.908,100.000,100.000,98.768,99.044,99.441,99.738,56.298,99.871,
